Taxon,Taxon.Author,Subtaxon.Author,Common.Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial.Status,National.Status,Reporting.Status,Observation,Collected.Reported..y.m.d.,Collector.Source,Collection.List,Accession.Number,GBIF.ID,First.Observed,Observer,iNaturalist.Link,Notes,ID,Stats.Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Sphagnum capillifolium,(Ehrh.) Hedw.,,red bogmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,capillifolium,,,,native,S4S5 (2015),,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2021-11-03,Randal Mindell,iNat:100262251,,123958,BRY,accepted,123958,Sphagnum capillifolium,Sphagnum capillifolium,Sphagnum capillifolium
Sphagnum fuscum,(Schimp.) H. Klinggr.,,brown peatmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,fuscum,,,,native,S5 (2015),,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2021-11-03,Randal Mindell,iNat:100262231,,132803,BRY,accepted,132803,Sphagnum fuscum,Sphagnum fuscum,Sphagnum fuscum
Sphagnum pacificum,Flatberg,,Pacific peatmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,pacificum,,,,native,S4S5 (2015),,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2021-11-03,Randal Mindell,iNat:100262232,,169227,BRY,accepted,169227,Sphagnum pacificum,Sphagnum pacificum,Sphagnum pacificum
Sphagnum palustre,L.,,blunt-leaved bogmoss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,palustre,,,,native,S4S5 (2015),,confirmed,observed,2000-06,Hans Roemer,ER 128 Inventory,,,2021-11-03,Randal Mindell,iNat:100262244,,169228,BRY,accepted,169228,Sphagnum palustre,Sphagnum palustre,Sphagnum palustre
Sphagnum papillosum,Lindb.,,papillose peat-moss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,papillosum,,,,native,S4S5 (2015),,reported,unobserved,1980-03-29,Hans Roemer,ER 128 Inventory,,,,,,,143516,BRY,accepted,143516,Sphagnum papillosum,Sphagnum papillosum,
Sphagnum squarrosum,Crome,,spiky bog-moss,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,squarrosum,,,,native,S5 (2015),,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2021-11-03,Andrew Simon,iNat:100206004,,132807,BRY,accepted,132807,Sphagnum squarrosum,Sphagnum squarrosum,Sphagnum squarrosum
Sphagnum tenellum,(Bridel) Bory,,slender sphagnum,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,tenellum,,,,native,S4S5 (2015),,new 2021,observed,,,,,,2021-11-03,Randal Mindell,iNat:100262234,,132798,BRY,accepted,132798,Sphagnum tenellum,Sphagnum tenellum,Sphagnum tenellum
Sphagnum teres,(Schimper) Ångstrom,,sphagnum,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,Sphagnum,teres,,,,native,S4S5 (2015),,new 2021,observed,,,,,,2021-11-03,Randal Mindell,iNat:100262241,,132805,BRY,accepted,132805,Sphagnum teres,Sphagnum teres,Sphagnum teres
Tetraphis pellucida,Hedw.,,tetraphis moss,Plantae,Bryophyta,,,Tetraphidopsida,,,Tetraphidales,,,Tetraphidaceae,,,Tetraphis,pellucida,,,,native,S4S5 (2015),,new 2020,observed,,,,,,2020-05-09,Andrew Simon,iNat:45445993,,124385,BRY,accepted,124385,Tetraphis pellucida,Tetraphis pellucida,Tetraphis pellucida
Fossombronia longiseta,(Austin) Austin,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Pelliidae,,Fossombroniales,,,Fossombroniaceae,,,Fossombronia,longiseta,,,,native,S3S4 (2023),,,,,,,,,2022-03-24,Andrew Simon,iNat:109429667,,56444,BRY,accepted,56444,Fossombronia longiseta,Fossombronia longiseta,Fossombronia longiseta
Calypogeia trichomanis,(L.) Corda,,hairy pouchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,Calypogeiaceae,,,Calypogeia,trichomanis,,,,native,S3S4 (2015),,reported,unobserved,1974-04-21,"Judith D. Godfrey, G.A. Godfrey & Wilfred B. Schofield",UBC,B76670,,,,,,159721,BRY,accepted,159721,Calypogeia trichomanis,Calypogeia trichomanis,
Cephalozia lunulifolia,Lindb.,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Cephaloziaceae,,,Fuscocephaloziopsis,lunulifolia,,,,unlisted,unlisted,,reported,unobserved,1962-06-04,Wilfred B. Schofield & Frank M. Boas,UBC,B47420,,,,,Reported as Cephalozia media (syn); Lot 89,56493,BRY,unaccepted,1020174,Fuscocephaloziopsis lunulifolia,Cephalozia lunulifolia,
Fuscocephaloziopsis lunulifolia,(Dumort.) Váňa & L.Söderstr.,,moon-leaved pincerwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Cephaloziaceae,,,Fuscocephaloziopsis,lunulifolia,,,,native,S4 (2021),,new 2021,observed,,,,,,2021-11-03,Randal,iNat:100262245,,1020174,BRY,accepted,1020174,Fuscocephaloziopsis lunulifolia,Fuscocephaloziopsis lunulifolia,Fuscocephaloziopsis lunulifolia
Cephaloziella byssacea,R.M. Schust.,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Cephaloziellaceae,,,Cephaloziella,byssacea,,,,unlisted,unlisted,,reported,unobserved,1981-04-02,Wilfred B. Schofield,UBC,B23948,,,,,Taxon not recognized in BC,400634,BRY,accepted,400634,Cephaloziella byssacea,Cephaloziella byssacea,
Cephaloziella divaricata,(Sm.) Warnst.,,spreading threadwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Cephaloziellaceae,,,Cephaloziella,divaricata,,,,unlisted,unlisted,,confirmed,observed,1964-05-03,Wilfred B. Schofield,UBC,B68393,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:13879693,,56495,BRY,accepted,56495,Cephaloziella divaricata,Cephaloziella divaricata,Cephaloziella divaricata
Marsupella emarginata,(Ehrh.) Dumort.,,notched rustwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,Gymnomitriaceae,,,Marsupella,emarginata,,,,unlisted,unlisted,,confirmed,observed,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B89417,,2020-05-04,Andrew Simon,iNat:44942165,,165172,BRY,accepted,165172,Marsupella emarginata,Marsupella emarginata,Marsupella emarginata
Nardia sp.,,,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,Gymnomitriaceae,,,Nardia,,,,,,,,new 2021,observed,,,,,,2021-11-03,Andrew Simon & Randal Mindell,iNat:100206005,,156718,BRY,accepted,156718,Nardia,Nardia,Nardia
Lophozia incisa,(Schrad.) Dumort.,,ragged-leaf liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Scapaniaceae,,,Schistochilopsis,incisa,,,,unlisted,unlisted,,reported,unobserved,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B79935,,,,,,85415,BRY,unaccepted,786089,Schistochilopsis incisa,Lophozia incisa,
Lophozia obtusa,(Lindb.) A. Evans,,obtuse notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Scapaniaceae,,,Obtusifolium,obtusum,,,,native,S3S4 (2015),,reported,unobserved,1974-04-21,Judith D. Godfrey,UBC,B80560,,,,,,164800,BRY,unaccepted,1004040,Obtusifolium obtusum,Lophozia obtusa,
Lophozia ventricosa,(Dicks.) Dumort.,,tumid notchwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Lophoziaceae,,,Lophozia,ventricosa,,,,unlisted,unlisted,,confirmed,observed,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B237112,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:13879698,,164810,BRY,accepted,164810,Lophozia ventricosa,Lophozia ventricosa,Lophozia ventricosa
Lepidozia reptans,(L.) Dumort.,,little hands liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,Lepidoziaceae,Lepidozioideae,,Lepidozia,reptans,,,,unlisted,unlisted,,confirmed,observed,1974-04-21,Judith D. Godfrey,UBC,B74778,,2020-04-27,Andrew Simon,iNat:44093042,Georgeson Bay Road; rotting wood in stream drainage; forest; partial shade,123769,BRY,accepted,123769,Lepidozia reptans,Lepidozia reptans,Lepidozia reptans
Chiloscyphus polyanthos,(L.) Corda,,pale liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,Lophocoleaceae,,,Chiloscyphus,polyanthos,,,,native,S4S5 (2015),,confirmed,observed,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B95476,,2021-10-23,Daniel Tucker,iNat:99661789,base of “Quadra Hill” (MClure Road?),56506,BRY,accepted,56506,Chiloscyphus polyanthos,Chiloscyphus polyanthos,Chiloscyphus polyanthos
Lophocolea bidentata,(L.) Dumort.,,crestwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,Lophocoleaceae,,,Lophocolea,bidentata,,,,unlisted,unlisted,,confirmed,observed,1974-04-21,Judith D. Godfrey,UBC,B95895,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat:13879383,syn. L. cuspidata,83960,BRY,accepted,83960,Lophocolea bidentata,Lophocolea bidentata,Lophocolea bidentata
Lophocolea heterophylla,(Schrad.) Dumort.,,variable-leaved crestwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,Lophocoleaceae,,,Lophocolea,heterophylla,,,,native,S4 (2021),,new 2020,observed,,,,,,2020-05-12,Andrew Simon,iNat:45751453,,164771,BRY,accepted,164771,Lophocolea heterophylla,Lophocolea heterophylla,Lophocolea heterophylla
Mylia anomala,(Hook.) Gray,,Mylie anomale,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Myliineae,,Myliaceae,,,Mylia,anomala,,,,native,S4 (2021),,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2021-11-03,Randal Mindell,iNat:100262242,Roemer reports Mylia sp.,165595,BRY,accepted,165595,Mylia anomala,Mylia anomala,Mylia anomala
Plagiochila porelloides,(Torr. ex Nees) Lindbenb.,,cedar shake liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,Plagiochilaceae,,,Plagiochila,porelloides,,,,unlisted,unlisted,,confirmed,observed,2010-04-17,Kent Brothers,VMS,,,2021-10-23,Andrew Simon,iNat:99510056,,123945,BRY,accepted,123945,Plagiochila porelloides,Plagiochila porelloides,Plagiochila porelloides
Porella cordaeana,(Huebener) Moore,,cliff scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,Porellaceae,,,Porella,cordaeana,,,,native,S5? (2015),,confirmed,observed,1962-06-04,Wilfred B. Schofield & Frank M. Boas,UBC,B119899,,2019-01-20,Andrew Simon,iNat:19775494,,67839,BRY,accepted,67839,Porella cordaeana,Porella cordaeana,Porella cordaeana
Porella navicularis,(Lehm. & Lindenb.) Pfeiff.,,tree ruffle liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,Porellaceae,,,Porella,navicularis,,,,native,S5,,confirmed,observed,2010-04-17,Kent Brothers,VMS,,,2015-03-27,Lauren Magner & Andrew Simon,iNat:2575121,,55255,BRY,accepted,55255,Porella navicularis,Porella navicularis,Porella navicularis
Ptilidium californicum,(Austin) Underw.,,Pacific fuzzwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Ptilidiales,,,Ptilidiaceae,,,Ptilidium,californicum,,,,native,S5? (2015),,confirmed,observed,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B65612,,2021-11-03,Andrew Simon,iNat:100205994,S Strait of George; base of “Quadra” Hill,129002,BRY,accepted,129002,Ptilidium californicum,Ptilidium californicum,Ptilidium californicum
Diplophyllum obtusifolium,(Hook.) Dumort.,,blunt-leaved earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Scapaniaceae,,,Diplophyllum,obtusifolium,,,,unlisted,unlisted,,reported,unobserved,1974-04-21,"Judith D. Godfrey, G.A. Godfrey & Wilfred B. Schofield",UBC,B90626,,,,,Sturdies Bay; Soil over root in dry woods,56507,BRY,accepted,56507,Diplophyllum obtusifolium,Diplophyllum obtusifolium,
Scapania americana,K. Müller,,American earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Scapaniaceae,,,Scapania,americana,,,,native, S5 (2023),,confirmed,observed,1974-04-21,"Judith D. Godfrey, G.A. Godfrey & Wilfred B. Schofield",UBC,B92060,,2018-02-16,Andrew Simon,iNat:13795634,,168492,BRY,accepted,168492,Scapania americana,Scapania americana,Scapania americana
Scapania bolanderi,Austin,,yellow-ladle earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Scapaniaceae,,,Scapania,bolanderi,,,,native,S5 (2015),,confirmed,observed,1974-04-21,"Judith D. Godfrey, G.A. Godfrey & Wilfred B. Schofield",UBC,B92346,,2017-03-10,Andrew Simon,iNat:5280802,,123692,BRY,accepted,123692,Scapania bolanderi,Scapania bolanderi,Scapania bolanderi
Scapania undulata,(L.) Dumort.,,water earwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Scapaniaceae,,,Scapania,undulata,,,,unlisted,unlisted,,confirmed,observed,1974-04-21,Judith D. Godfrey,UBC,B93951,,2019-05-04,"Steve Joya, Olivia Lee & Andrew Simon",iNat:24653183,,123973,BRY,accepted,123973,Scapania undulata,Scapania undulata,Scapania undulata
Schistochilopsis incisa,(Schrad.) Konstant.,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Scapaniaceae,,,Schistochilopsis,incisa,,,,native,S4 (2021),,new 2022,observed,,,,,,2022-04-30,Jack Bindernagel,iNat:114745530,,786089,BRY,accepted,786089,Schistochilopsis incisa,Schistochilopsis incisa,Schistochilopsis incisa
Riccardia chamedryfolia,(With.) Grolle,,coral moss,Plantae,Marchantiophyta,,,Jungermanniopsida,Metzgeriidae,,Metzgeriales,,,Aneuraceae,,,Riccardia,chamedryfolia,,,,native,S3 (2021),,new 2021,observed,,,,,,2021-10-23,Daniel Tucker,iNat:99661788,,56462,BRY,accepted,56462,Riccardia chamedryfolia,Riccardia chamedryfolia,Riccardia chamedryfolia
Pellia neesiana,(Gottsche) Limpr.,,ring pellia,Plantae,Marchantiophyta,,,Jungermanniopsida,Pelliidae,,Pelliales,,,Pelliaceae,,,Pellia,neesiana,,,,native,S4 (2021),,new 2017,observed,,,,,,2017-05-27,Alexander J. Wright,iNat:6411241,,56461,BRY,accepted,56461,Pellia neesiana,Pellia neesiana,Pellia neesiana
Frullania californica,(Austin ex Underw.) A. Evans,,liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,Frullaniaceae,,,Frullania,californica,,,,native,S3 (2015),,reported,unobserved,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B121820,,,,,Lot 89; streamlet and seabench,56520,BRY,accepted,56520,Frullania californica,Frullania californica,
Frullania nisquallensis,Sull.,,hanging millipede liverwort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,Frullaniaceae,,,Frullania,nisquallensis,,,,native,S5 (2015),,confirmed,observed,1974-04-21,Judith D. Godfrey,UBC,B16217,,2020-07-13,Andrew Simon,iNat:53064708,reported as Frullania tamarisci ssp. nisquallensis,123818,BRY,accepted,123818,Frullania nisquallensis,Frullania nisquallensis,Frullania nisquallensis
Porella roellii,Steph.,,scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,Porellaceae,,,Porella,roellii,,,,native,S4 (2021),,new 2021,observed,,,,,,2021-11-03,Randal Mindell,iNat:100262253,,123909,BRY,accepted,123909,Porella roellii,Porella roellii,Porella roellii
Radula bolanderi,Gottsche ex Steph.,,scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,Radulaceae,,,Radula,bolanderi,,,,native,S4 (2021),,new 2021,observed,,,,,,2021-10-23,Daniel Tucker,iNat:99661786,,167702,BRY,accepted,167702,Radula bolanderi,Radula bolanderi,Radula bolanderi
Radula complanata,(L.) Dumort.,,flat-leaved scalewort,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,Radulaceae,,,Radula,complanata,,,,native,S4 (2021),,new 2020,observed,,,,,,2020-07-13,Andrew Simon,iNat:53064686,,67842,BRY,accepted,67842,Radula complanata,Radula complanata,Radula complanata
Marchantia polymorpha ssp. montivagans,L.,Bischl. & Boisselier,umbrella liverwort,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,Marchantiaceae,,,Marchantia,polymorpha,,montivagans,,native,S3 (2015),,new 2022,observed,,,,,,2022-11-26,Aimee Ernest,iNat:142999435,,1020190,BRY,accepted,1020190,Marchantia polymorpha montivagans,Marchantia polymorpha montivagans,Marchantia polymorpha montivagans
Mannia gracilis,(F. Weber) D. B. Schill & D.G. Long,,thin starwort,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,Aytoniaceae,,,Mannia,gracilis,,,,native,S4 (2021),,new 2021,observed,,,,,,2021-04-15,Andrew Simon,iNat:74104784,,818550,BRY,accepted,818550,Mannia gracilis,Mannia gracilis,Mannia gracilis
Riccia beyrichiana,Hampe ex Lehm.,,crystalwort,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,Ricciaceae,,,Riccia,beyrichiana,,,,native,S2S3 (2015),,confirmed,observed,1981-04-02,Wilfred B. Schofield,UBC,B23945,,2021-05-03,Andrew Simon,iNat:79240744,near Sturdies Bay,56409,BRY,accepted,56409,Riccia beyrichiana,Riccia beyrichiana,Riccia beyrichiana
Riccia fluitans,L.,,floating crystalwort,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,Ricciaceae,,,Riccia,fluitans,,,,unlisted,unlisted,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2017-04-07,Judith Holm,iNat:5640391,,56415,BRY,accepted,56415,Riccia fluitans,Riccia fluitans,Riccia fluitans
Riccia sorocarpa,Bisch.,,common crystalwort,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,Ricciaceae,,,Riccia,sorocarpa,,,,native,S4S5 (2015),,confirmed,observed,1981-04-02,Wilfred B. Schofield,UBC,B23943,,2021-10-23,Daniel Tucker,iNat:99661802,near Sturdies Bay,56420,BRY,accepted,56420,Riccia sorocarpa,Riccia sorocarpa,Riccia sorocarpa
Ricciocarpos natans,L. (Corda),,purple-fringed Riccia,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,Ricciaceae,,,Ricciocarpos,natans,,,,unlisted,unlisted,,new 2016,observed,,,,,,2016-06-05,Andrew Simon,iNat:3672171,,56422,BRY,accepted,56422,Ricciocarpos natans,Ricciocarpos natans,Ricciocarpos natans
Targionia hypophylla,L.,,orobus-seed liverwort,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,Targioniaceae,,,Targionia,hypophylla,,,,native,S1S2 (2015),,new 2018,observed,,,,,,2018-04-11,Ryan Batten,iNat:10840176,,56289,BRY,accepted,56289,Targionia hypophylla,Targionia hypophylla,Targionia hypophylla
Sphaerocarpos texanus,Austin,,Texas balloon-wort,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Sphaerocarpales,,,Sphaerocarpaceae,,,Sphaerocarpos,texanus,,,,native,S2 (2005),,new 2013,observed,,,,,,2013-03-22,Ryan Batten,iNat:5304375,,56436,BRY,accepted,56436,Sphaerocarpos texanus,Sphaerocarpos texanus,Sphaerocarpos texanus
