field_1,Taxon,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial,National.S,latitude,longitude,geoprivacy,private_la,private_lo,id,layer,path
"4764",Ilex aquifolium,Ilex,aquifolium,,,,exotic,unlisted,,48.879056990000002,-123.319142799999995,private,"48.87905699","-123.3191428","2767539",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"74",Lamium galeobdolon ssp. argentatum,Lamium,galeobdolon,,argentatum,,exotic,unlisted,,48.873336000000002,-123.346591000000004,,NA,NA,"125681210",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"13725",Crocus × stellaris,Crocus,,Crocus × stellaris,,,exotic,unlisted,,48.895526570000001,-123.410335000000003,,NA,NA,"38469122",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"13726",Crocus × stellaris,Crocus,,Crocus × stellaris,,,exotic,unlisted,,48.895650000000003,-123.410346700000005,,NA,NA,"70515530",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"17867",Geranium × oxonianum,Geranium,,Geranium × oxonianum,,,exotic,unlisted,,48.872678229999998,-123.348945099999995,,NA,NA,"85291250",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"19320",Hyacinthoides × massartiana,Hyacinthoides,,Hyacinthoides × massartiana,,,exotic,unlisted,,48.892712469999999,-123.391152599999998,,NA,NA,"6047517",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"19321",Hyacinthoides × massartiana,Hyacinthoides,,Hyacinthoides × massartiana,,,exotic,unlisted,,48.872082300000002,-123.312289199999995,,NA,NA,"6425084",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"19322",Hyacinthoides × massartiana,Hyacinthoides,,Hyacinthoides × massartiana,,,exotic,unlisted,,48.872411669999998,-123.311541700000006,,NA,NA,"24701576",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"19323",Hyacinthoides × massartiana,Hyacinthoides,,Hyacinthoides × massartiana,,,exotic,unlisted,,48.871773949999998,-123.310873900000004,,NA,NA,"24713780",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"19324",Hyacinthoides × massartiana,Hyacinthoides,,Hyacinthoides × massartiana,,,exotic,unlisted,,48.868049999999997,-123.387171699999996,,NA,NA,"24768192",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"19325",Hyacinthoides × massartiana,Hyacinthoides,,Hyacinthoides × massartiana,,,exotic,unlisted,,48.868056670000001,-123.387161699999993,,NA,NA,"24768193",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"19326",Hyacinthoides × massartiana,Hyacinthoides,,Hyacinthoides × massartiana,,,exotic,unlisted,,48.871555000000001,-123.311058299999999,,NA,NA,"24874156",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"19327",Hyacinthoides × massartiana,Hyacinthoides,,Hyacinthoides × massartiana,,,exotic,unlisted,,48.871686670000003,-123.312103300000004,,NA,NA,"32125266",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"19328",Hyacinthoides × massartiana,Hyacinthoides,,Hyacinthoides × massartiana,,,exotic,unlisted,,48.898256670000002,-123.401120000000006,,NA,NA,"110820863",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"19329",Hyacinthoides × massartiana,Hyacinthoides,,Hyacinthoides × massartiana,,,exotic,unlisted,,48.871596670000002,-123.311128299999993,,NA,NA,"111111016",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"19730",Iris × hybrida,Iris,,Iris × hybrida,,,exotic,unlisted,,48.868830000000003,-123.312174999999996,,NA,NA,"121538470",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"22710",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.926842000000001,-123.469504999999998,,NA,NA,"2621438",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"22810",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.867548999999997,-123.339915000000005,,NA,NA,"3040869",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"22910",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.915906000000000,-123.422921000000002,,NA,NA,"3123049",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"23010",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.915973999999999,-123.424808999999996,,NA,NA,"3296788",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"23110",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.932774000000002,-123.485298000000000,,NA,NA,"3317303",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"23210",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.932485999999997,-123.483839000000003,,NA,NA,"3317563",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"23310",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,49.014175000000002,-123.573768000000001,,NA,NA,"3542998",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"23410",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.898639000000003,-123.338898000000000,,NA,NA,"3636542",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"23510",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.898304000000003,-123.407278000000005,,NA,NA,"3652871",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"23610",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.958258000000001,-123.532471000000001,,NA,NA,"3681832",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"23710",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.898778460000003,-123.407680400000004,,NA,NA,"3700980",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"23810",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.866797450000000,-123.381601300000000,,NA,NA,"6471904",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"23910",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.939164169999998,-123.500676600000006,,NA,NA,"6601045",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"24010",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.867069000000001,-123.337840999999997,,NA,NA,"12755641",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"24110",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.867831000000002,-123.340163000000004,,NA,NA,"13979975",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"24210",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.958325000000002,-123.532228300000000,,NA,NA,"21351584",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"24310",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,49.012993330000000,-123.572568300000000,,NA,NA,"24497736",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"24410",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.897963380000000,-123.406175700000006,,NA,NA,"24609264",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"24510",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.869644440000002,-123.379402799999994,,NA,NA,"24688009",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"24610",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.871803270000001,-123.310591599999995,,NA,NA,"24689165",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"24710",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.871780559999998,-123.310708300000002,,NA,NA,"24697664",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"24810",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.957621670000002,-123.541428300000007,,NA,NA,"24699123",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"24910",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.896838889999998,-123.406341699999999,,NA,NA,"24701247",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"25010",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.893741669999997,-123.403572199999999,,NA,NA,"24701297",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"25110",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.871716950000000,-123.310786800000002,,NA,NA,"24707945",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"25210",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.872176949999997,-123.311767500000002,,NA,NA,"24710817",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"25310",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.895746910000000,-123.410459700000004,,NA,NA,"24937357",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"25410",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.867663329999999,-123.339050000000000,,NA,NA,"25085329",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"25510",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.899224310000001,-123.407532599999996,,NA,NA,"25200277",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"25610",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.867679000000003,-123.340271000000001,,NA,NA,"25398442",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"25710",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.898710250000001,-123.406856199999993,,NA,NA,"25476509",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"25810",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.896972220000002,-123.406372200000007,,NA,NA,"25656979",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"25910",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.933238199999998,-123.486465499999994,,NA,NA,"26417500",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"26010",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.952136840000001,-123.519733500000001,,NA,NA,"30700007",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"26110",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.901254999999999,-123.405333299999995,,NA,NA,"32128772",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"26210",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.938254999999998,-123.499716699999993,,NA,NA,"49134061",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"26310",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.952331579999999,-123.519275800000003,,NA,NA,"49627597",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"26410",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.871788330000001,-123.310495000000003,,NA,NA,"49684541",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"26510",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.887041670000002,-123.373888300000004,,NA,NA,"53022052",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"26610",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.933102689999998,-123.486521800000006,,NA,NA,"62565128",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"26710",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.954197219999998,-123.524055599999997,,NA,NA,"66238960",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"26810",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,49.010923179999999,-123.575499500000006,,NA,NA,"83604933",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"26910",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.928638479999996,-123.468517100000000,,NA,NA,"83854768",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"27010",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.927270370000002,-123.469823399999996,,NA,NA,"84001197",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"27110",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.930688799999999,-123.468950800000002,,NA,NA,"84009998",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"27210",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.928291459999997,-123.467952699999998,,NA,NA,"84061930",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"27310",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.926766669999999,-123.466286699999998,,NA,NA,"84312924",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"27410",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.929924999999997,-123.467849999999999,,NA,NA,"84498768",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"27510",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.931203330000002,-123.475783300000003,,NA,NA,"84580817",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"27610",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.931145000000001,-123.475700000000003,,NA,NA,"84652930",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"27710",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.928661669999997,-123.468186700000004,,NA,NA,"84750625",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"27810",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.898854499999999,-123.407543599999997,,NA,NA,"89269013",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
"27910",Achillea millefolium,Achillea,millefolium,,,,exotic,unlisted,,48.991283529999997,-123.551799099999997,,NA,NA,"100641898",obs_exotic,file:///D:/Simon/Sync/Root/GIS/Biodiversity%20Data/obs_exotic.csv?type=csv&maxFields=10000&detectTypes=yes&xField=longitude&yField=latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
