Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Porichthys notatus,"Girard, 1854",,plainfin midshipman,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Batrachoidiformes,,,Batrachoididae,Porichthyinae,,Porichthys,native,SNR,confirmed,observed,1995-02-23,Andy Lamb,PMLS,,,2016-05-08,Karolle Wall,http://www.inaturalist.org/observations/3706223,,60021,FIS
Clupea pallasii,"Valenciennes, 1847",,Pacific herring,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Clupeiformes,,,Clupeidae,Clupeinae,,Clupea,native,SNR,reported,unobserved,1973-09-21,Andy Lamb,PMLS,,,,,,,117571,FIS
Engraulis mordax,"Girard, 1854",,northern anchovy,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Clupeiformes,,,Engraulidae,Engraulinae,,Engraulis,native,SNR,reported,unobserved,2006-12-02,Charlie Gibbs,PMLS,,,,,,,63770,FIS
Gadus chalcogrammus,"Pallas, 1814",,walleye pollock,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gadiformes,,,Gadidae,,,Gadus,native,SNR,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,,,,,reported as Theragra chalcogramma,614161,FIS
Gadus macrocephalus,"Tilesius, 1810",,Pacific cod,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gadiformes,,,Gadidae,,,Gadus,native,SNR,confirmed,observed,1994-02-26,Charlie Gibbs,PMLS,,,2009-10-03,Jackson Chu,https://www.inaturalist.org/observations/59920052,,180029,FIS
Aulorhynchus flavidus,"Gill, 1861",,tubesnout,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gasterosteiformes,,,Aulorhynchidae,,,Aulorhynchus,native,SNR,reported,unobserved,1994-02-27,Charlie Gibbs,PMLS,,,,,,,117568,FIS
Gasterosteus aculeatus,"Linnaeus, 1758",,three-spined stickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gasterosteiformes,,,Gasterosteidae,,,Gasterosteus,native,SNR,confirmed,observed,2000-01-01,Keith Erickson,"1999 / 2000 Urban Salmon Habitat Program Final Report. 2000. Keith Erickson. Galiano Conservancy Association. Galiano Island, BC",,,2016-06-20,Karolle Wall,http://www.inaturalist.org/observations/4014949,,48403,FIS
Gobiesox maeandricus,"(Girard, 1858)",,northern clingfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gobiesociformes,,,Gobiesocidae,Gobiesocinae,,Gobiesox,native,SNR,confirmed,observed,1995-02-23,Andy Lamb,PMLS,,,2018-05-18,Karolle Wall,https://www.inaturalist.org/observations/12684292,,67409,FIS
Trachipterus altivelis,"Kner, 1859",,king-of-the-salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Lampriformes,,,Trachipteridae,,,Trachipterus,accidental,SNR,reported,unobserved,1965-08-21,A. W. Argue,CMN,CMNFI 1968-1875.1,,,,,,232769,FIS
Brosmophycis marginata,"(Ayres, 1854)",,red brotula,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Ophidiiformes,,,Bythitidae,Brosmophycinae,,Brosmophycis,native,SNR,reported,unobserved,2010-05-30,Andy Lamb,PMLS,,,,,,,215459,FIS
Ammodytes personatus,"Girard, 1856",,Pacific sand lance,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Ammodytidae,,,Ammodytes,native,SNR,confirmed,observed,1993-08-16,Andy Lamb,PMLS,,,2011-05-20,Karolle Wall,http://www.inaturalist.org/observations/4028615,,201784,FIS
Anarrhichthys ocellatus,"Ayres, 1855",,wolf-eel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Anarhichadidae,,,Anarrhichthys,native,SNR,reported,unobserved,1994-02-26,Charlie Gibbs,PMLS,,,,,,,60635,FIS
Ronquilus jordani,"(Gilbert, 1889)",,northern ronquil,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Bathymasteridae,,,Ronquilus,native,SNR,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,,,,,,230312,FIS
Brachyistius frenatus,"Gill, 1862",,kelp perch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,Brachyistius,native,SNR,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,,2020-08-13,Andrew Simon,https://www.inaturalist.org/observations/56373905,,117553,FIS
Cymatogaster aggregata,"Gibbons, 1854",,shiner perch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,Cymatogaster,native,SNR,confirmed,observed,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.1,,2018-08-29,Tom Appleby,https://www.inaturalist.org/observations/16014197,,98855,FIS
Embiotoca lateralis,"Agassiz, 1854",,striped seaperch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,Embiotoca,native,SNR,confirmed,observed,1982-06-08,Claudia E. Kasserra,CMN,CMNFI 1985-0086.1,,2020-05-07,Penelope Bridge,https://www.inaturalist.org/observations/45278748,,117555,FIS
Rhacochilus vacca,"(Girard, 1855)",,pile perch,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Embiotocidae,,,Rhacochilus,native,SNR,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,,2020-08-13,Andrew Simon,https://www.inaturalist.org/observations/56373907,reported as Damalichthys vacca,111616,FIS
Clevelandia ios,"(Jordan & Gilbert, 1882)",,arrow goby,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Gobiidae,Gobionellinae,,Clevelandia,native,SNR,new 2017,observed,,,,,,2017-05-26,Karolle Wall,https://www.inaturalist.org/observations/7648112,,117564,FIS
Rhinogobiops nicholsii,"(Bean, 1882)",,blackeye goby,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Gobiidae,Gobiinae,,Rhinogobiops,native,SNR,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976016,,132521,FIS
Apodichthys flavidus,"Girard, 1854",,penpoint gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Apodichthys,native,SNR,confirmed,observed,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.5,,2013-06-22,Karolle Wall,http://www.inaturalist.org/observations/4015148,,67408,FIS
Pholis clemensi,"Rosenblatt, 1964",,longfin gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Pholis,native,SNR,reported,unobserved,1994-10-07,Andy Lamb,PMLS,,,,,,,67405,FIS
Pholis laeta,"(Cope, 1873)",,crescent gunnel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Pholidae,,,Pholis,native,SNR,confirmed,observed,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.6,,2013-07-07,Karolle Wall,http://www.inaturalist.org/observations/4032541,,67362,FIS
Ptilichthys goodei,"Bean, 1881",,quillfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Ptilichthyidae,,,Ptilichthys,native,SNR,reported,unobserved,2006-06-23,Andy Lamb,PMLS,,,,,,,229394,FIS
Anoplarchus purpurescens,"Gill, 1861",,high cockscomb,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,Anoplarchus,native,SNR,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,,2015-08-28,Andrew Simon,https://www.inaturalist.org/observations/2580652,,67316,FIS
Chirolophis decoratus,"(Jordan & Snyder, 1902)",,decorated warbonnet,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Chirolophinae,,Chirolophis,native,SNR,reported,unobserved,1993-08-16,Andy Lamb,PMLS,,,,,,,216742,FIS
Chirolophis nugator,"(Jordan & Williams, 1895)",,mosshead warbonnet,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Chirolophinae,,Chirolophis,native,SNR,confirmed,observed,1981-05-31,Andy Lamb,PMLS,,,2019-05-04,Isabelle M. Côté,https://www.inaturalist.org/observations/24798244,,216743,FIS
Lumpenus sagitta,"Wilimovsky, 1956",,snake prickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Lumpeninae,,Lumpenus,native,SNR,new 2017,observed,,,,,,2017-05-29,Karolle Wall,https://www.inaturalist.org/observations/7647298,,224164,FIS
Phytichthys chirus,"(Jordan & Gilbert, 1880)",,ribbon prickleback,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,Platichthys,native,SNR,reported,unobserved,1960-12-22,Donald E. McAllister & M. O. Yesaki,CMN,CMNFI 1960-0499C.2,,,,,,228101,FIS
Xiphister mucosus,"(Girard, 1858)",,rock eel,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,Stichaeidae,Xiphisterinae,,Xiphister,native,SNR,new 2020,observed,,,,,,2020-08-15,Andrew Simon,https://www.inaturalist.org/observations/57099177,,67628,FIS
Citharichthys stigmaeus,"Jordan & Gilbert, 1882",,speckled sanddab,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Paralichthyidae,,,Citharichthys,native,SNR,confirmed,observed,1993-05-09,Andy Lamb,PMLS,,,2016-07-05,Karolle Wall,http://www.inaturalist.org/observations/4014940,,47526,FIS
Lepidopsetta bilineata,"(Ayres, 1855)",,rock sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Lepidopsetta,native,SNR,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,,,,,,183018,FIS
Lyopsetta exilis,"(Jordan & Gilbert, 1880)",,slender sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Lyopsetta,native,SNR,confirmed,observed,2008-05-24,Jackson Chu,Chu (2010),,,2007-10-23,Jackson Chu,https://www.inaturalist.org/observations/59908556,,104926,FIS
Parophrys vetulus,"Girard, 1854",,English sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Parophrys,native,SNR,reported,unobserved,1982-06-09,J. M. Ellis,CMN,CMNFI 1985-0088.1,,,,,,117545,FIS
Platichthys stellatus,"(Pallas, 1787)",,starry flounder,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Platichthys,native,SNR,confirmed,observed,1982-06-09,J. M. Ellis,CMN,CMNFI 1985-0088.2,,2020-08-02,pacificwhitesideddolphin,https://www.inaturalist.org/observations/55397670,,83170,FIS
Pleuronichthys coenosus,"Girard, 1854",,C-O sole,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Pleuronectiformes,,,Pleuronectidae,Pleuronectinae,,Pleuronichthys,native,SNR,confirmed,observed,1994-02-27,Andy Lamb,PMLS,,,2013-06-22,Karolle Wall,http://www.inaturalist.org/observations/4015105,,228393,FIS
Oncorhynchus clarkii,"(Richardson, 1836)",,cutthroat trout,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,native,SNR,reported,unobserved,2000-01-01,Keith Erickson,"1999 / 2000 Urban Salmon Habitat Program Final Report. 2000. Keith Erickson. Galiano Conservancy Association. Galiano Island, BC",,,,,,,68075,FIS
Oncorhynchus keta,"(Walbaum, 1792)",,chum salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,native,SNR,reported,unobserved,2013-05-17,Andy Lamb,PMLS,,,,,,,107572,FIS
Oncorhynchus kisutch,"(Walbaum, 1792)",,coho salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,native,SNR,reported,unobserved,2000-01-01,Keith Erickson,"1999 / 2000 Urban Salmon Habitat Program Final Report. 2000. Keith Erickson. Galiano Conservancy Association. Galiano Island, BC",,,,,,,53692,FIS
Oncorhynchus tshawytscha,"(Walbaum, 1792)",,chinook salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,native,SNR,new 2017,observed,,,,,,2017-02-12,Christina Robinson,https://www.inaturalist.org/observations/5101395,,54191,FIS
Agonopsis vulsa,"(Jordan & Gilbert, 1880)",,northern spearnose poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Agonidae,Agoninae,,Agonopsis,native,SNR,reported,unobserved,1995-02-25,Charlie Gibbs,PMLS,,,,,,,180027,FIS
Odontopyxis trispinosa,"Lockington, 1880",,pygmy poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Agonidae,Bathyagoninae,,Odontopyxis,native,SNR,confirmed,observed,2006-06-30,Andy Lamb,PMLS,,,2017-07-25,Karolle Wall,https://www.inaturalist.org/observations/7238958,,226210,FIS
Podothecus accipenserinus,"(Tilesius, 1813)",,sturgeon poacher,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Agonidae,Agoninae,,Podothecus,native,SNR,reported,unobserved,1995-02-23,Charlie Gibbs,PMLS,,,,,,,228455,FIS
Artedius fenestralis,"Jordan & Gilbert, 1883",,padded sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Artedius,native,SNR,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976334,,117527,FIS
Artedius harringtoni,"(Starks, 1896)",,scalyhead sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Artedius,native,SNR,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,,2015-01-01,Peter Luckham,http://www.inaturalist.org/observations/2797281,,117528,FIS
Artedius lateralis,"(Girard, 1854)",,smoothhead sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Artedius,native,SNR,confirmed,observed,1985-12-08,Charlie Gibbs,PMLS,,,2020-08-13,Andrew Simon,https://www.inaturalist.org/observations/56373896,,117529,FIS
Asemichthys taylori,"Gilbert, 1912",,spinynose sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Asemichthys,native,SNR,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2975888,,172639,FIS
Chitonotus pugetensis,"(Steindachner, 1876)",,roughback sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Chitonotus,native,SNR,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,,,,,,216746,FIS
Enophrys bison,"(Girard, 1854)",,buffalo sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Enophrys,native,SNR,confirmed,observed,1981-05-31,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976525,,117536,FIS
Hemilepidotus hemilepidotus,"(Tilesius, 1811)",,red Irish lord,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Hemilepidotus,native,SNR,confirmed,observed,1985-07-29,Andy Lamb,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854794,,221165,FIS
Icelinus tenuis,"Gilbert, 1890",,spotfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Icelinus,native,SNR,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,,,,,,222146,FIS
Jordania zonope,"Starks, 1895",,longfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Jordania,native,SNR,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976049,,222465,FIS
Leptocottus armatus,"Girard, 1854",,Pacific staghorn sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Leptocottus,native,SNR,reported,unobserved,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.3,,,,,,49163,FIS
Myoxocephalus polyacanthocephalus,"(Pallas, 1814)",,great sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Myoxocephalus,native,SNR,confirmed,observed,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.4,,2018-08-10,Karolle Wall,https://www.inaturalist.org/observations/15702534,,47640,FIS
Oligocottus maculosus,"Girard, 1856",,tidepool sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Oligocottus,native,SNR,confirmed,observed,1960-12-22,Donald E. McAllister & M. O. Yesaki,CMN,CMNFI 1960-0499C.1,,2017-05-25,Karolle Wall,https://www.inaturalist.org/observations/7673382,,67629,FIS
Scorpaenichthys marmoratus,"(Ayres, 1854)",,cabezon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Scorpaenichthys,native,SNR,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,,,,,,47638,FIS
Synchirus gilli,"Bean, 1890",,manacled sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Synchirus,native,SNR,reported,unobserved,1996-09-28,Andy Lamb,PMLS,,,,,,,232130,FIS
Triglops macellus,"(Bean, 1884)",,roughspine sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Triglops,native,SNR,reported,unobserved,2013-10-20,Andy Lamb,PMLS,,,,,,,232944,FIS
Nautichthys oculofasciatus,"(Girard, 1858)",,sailfin sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hemitripteridae,,,Nautichthys,native,SNR,confirmed,observed,1995-02-24,Andy Lamb,PMLS,,,2015-04-15,Karolle Wall,http://www.inaturalist.org/observations/3706257,,183019,FIS
Hexagrammos decagrammus,"(Pallas, 1810)",,kelp greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Hexagramminae,,Hexagrammos,native,SNR,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.4,,2017-07-07,Karolle Wall,https://www.inaturalist.org/observations/6967042,,68596,FIS
Hexagrammos stelleri,"Tilesius, 1810",,whitespotted greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Hexagramminae,,Hexagrammos,native,SNR,confirmed,observed,1982-06-09,K.D. Genereux,CMN,CMNFI 1985-0087.2,,2016-07-05,Karolle Wall,http://www.inaturalist.org/observations/4015063,,186849,FIS
Ophiodon elongatus,"Girard, 1854",,lingcod,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Ophiodontinae,,Ophiodon,native,SNR,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976120,,52539,FIS
Oxylebius pictus,"Gill, 1862",,painted greenling,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Oxylebiinae,,Oxylebius,native,SNR,confirmed,observed,1971-08-21,Andy Lamb,PMLS,,,2019-05-05,Emily Adamczyk,https://www.inaturalist.org/observations/24797825,,48452,FIS
Liparis dennyi,"Jordan & Starks, 1895",,marbled snailfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Liparidae,,,Liparis,native,SNR,reported,unobserved,1995-02-23,Charlie Gibbs,PMLS,,,,,,,180028,FIS
Liparis pulchellus,"Ayres, 1855",,showy snailfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Liparidae,,,Liparis,native,SNR,confirmed,observed,1995-02-23,Andy Lamb,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2976683,,223899,FIS
Psychrolutes sigalutes,"(Jordan & Starks, 1895)",,soft sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Psychrolutidae,,,Psychrolutes,native,SNR,new 2016,observed,,,,,,2011-09-22,Karolle Wall,http://www.inaturalist.org/observations/4051923,,229295,FIS
Rhamphocottus richardsonii,"Günther, 1874",,grunt sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Rhamphocottidae,,,Rhamphocottus,native,SNR,confirmed,observed,1981-05-31,Andy Lamb,PMLS,,,2010-07-14,Karolle Wall,http://www.inaturalist.org/observations/4052031,,51881,FIS
Sebastes auriculatus,"Girard, 1854",,brown rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,native,SNR,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,,,,,,117541,FIS
Sebastes caurinus,"Richardson, 1844",,copper rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,native,SNR,confirmed,observed,1968-08-02,Andy Lamb,PMLS,,,2016-05-06,Karolle Wall,http://www.inaturalist.org/observations/3707593,,68597,FIS
Sebastes diploproa,"(Gilbert, 1890)",,splitnose rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,native,SNR,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,,,,,,64448,FIS
Sebastes elongatus,"Ayres, 1859",,greenstriped rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,native,SNR,confirmed,observed,2008-05-22,Jackson Chu,Chu (2010),,,2009-10-03,Jackson Chu,https://www.inaturalist.org/observations/61341018,,230755,FIS
Sebastes emphaeus,"(Starks, 1911)",,Puget Sound rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,native,SNR,confirmed,observed,1993-08-16,Andy Lamb,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854781,,64468,FIS
Sebastes flavidus,"(Ayres, 1862)",,yellowtail rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,native,SNR,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,,,,,,64477,FIS
Sebastes maliger,"(Jordan & Gilbert, 1880)",,quillback rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,native,SNR,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.2,,2008-05-24,Jackson Chu,https://www.inaturalist.org/observations/60467718,,63386,FIS
Sebastes melanops,"Girard, 1856",,black rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,native,SNR,reported,unobserved,1993-08-16,Andy Lamb,PMLS,,,,,,,47760,FIS
Sebastes nigrocinctus,"Ayres, 1859",,tiger rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,native,SNR,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,,,,,,230757,FIS
Sebastes proriger,"(Jordan & Gilbert, 1880)",,redstripe rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,native,SNR,confirmed,observed,2008-05-22,Jackson Chu,Chu (2010),,,2008-05-24,Jackson Chu,https://inaturalist.ca/observations/69820987,,64457,FIS
Sebastes ruberrimus,"(Cramer, 1895)",,yellow-eye rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,native,SNR,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.3,,2009-10-03,Jackson Chu,https://www.inaturalist.org/observations/59920024,,63695,FIS
Syngnathus leptorhynchus,"Girard, 1854",,bay pipefish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Syngnathiformes,,,Syngnathidae,Syngnathinae,,Syngnathus,native,SNR,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,,2016-07-03,Paz Touchburn,http://www.inaturalist.org/observations/3612908,,54538,FIS
Beringraja binoculata,"(Girard, 1855)",,big skate,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,,Rajiformes,,,Rajidae,,,Beringraja,native,SNR,reported,unobserved,1995-02-23,Charlie Gibbs,PMLS,,,,,,,607477,FIS
Beringraja rhina,"Jordan & Gilbert, 1880",,longnose skate,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,,Rajiformes,,,Rajidae,,,Beringraja,native,SNR,reported,unobserved,2010-11-12,Andy Lamb,PMLS,,,,,,,883875,FIS
Squalus suckleyi,"(Girard, 1855)",,Pacific spiny dogfish shark,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,Squalomorphi,Squaliformes,,,Squalidae,,,Squalus,native,SNR,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.5,,2017-08-14,Tyson Ehlers,https://www.inaturalist.org/observations/8898612,Reported as Squalus acanthias in CMN catalogue,201523,FIS
Hydrolagus colliei,"(Lay & Bennett, 1839)",,spotted ratfish,Animalia,Chordata,Vertebrata,,Holocephali,,,Chimaeriformes,,,Chimaeridae,,,Hydrolagus,native,SNR,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,,,,,,84182,FIS